doi,wos_id,year,journal,authors,title_wos
10.1177/0022243718813331,WOS000474704400003,2019,JMR,HAN K;JUNG J;MITTAL V;ZYUNG JD;ADAM H,POLITICAL IDENTITY AND FINANCIAL RISK TAKING: INSIGHTS FROM SOCIAL DOMINANCE ORIENTATION
10.1177/0022243718813347,WOS000454207800007,2018,JMR,GUPTA S;PALSULE-DESAI OD;GNANASEKARAN T,"SPILLOVER EFFECTS OF MISSION ACTIVITIES ON REVENUES IN NONPROFIT HEALTH CARE: THE CASE OF ARAVIND EYE HOSPITALS, INDIA"
10.1177/0022243718813544,WOS000461770900004,2019,JMR,JAMI A,HAVING CONTROL OVER AND ABOVE SITUATIONS: THE INFLUENCE OF ELEVATED VIEWPOINTS ON RISK TAKING
10.1177/0022243718813987,WOS000468888000004,2019,JMR,SAHNI NS;NARAYANAN S;KALYANAM K,AN EXPERIMENTAL INVESTIGATION OF THE EFFECTS OF RETARGETED ADVERTISING: THE ROLE OF FREQUENCY AND TIMING
10.1177/0022243718815429,WOS000461770900006,2019,JMR,MELUMAD S;INMAN JJ;PHAM MT,SELECTIVELY EMOTIONAL: HOW SMARTPHONE USE CHANGES USER-GENERATED CONTENT
10.1177/0022243718816952,WOS000468888000008,2019,JMR,LAWRENCE JM;CRECELIUS AT;SCHEER A,MULTICHANNEL STRATEGIES FOR MANAGING THE PROFITABILITY OF BUSINESS-TO-BUSINESS CUSTOMERS
10.1177/0022243718817004,WOS000454207800001,2018,JMR,YANG LC;TOUBIA O;DE JONG MG,"ATTENTION, INFORMATION PROCESSING, AND CHOICE IN INCENTIVE-ALIGNED CHOICE EXPERIMENTS"
10.1177/0022243718817007,WOS000454207800002,2018,JMR,GELPER S;PERES R;ELIASHBERG J,TALK BURSTS: THE ROLE OF SPIKES IN PRERELEASE WORD-OF-MOUTH DYNAMICS
10.1177/0022243718817010,WOS000454207800008,2018,JMR,DALLAS SK;MORWITZ VG,``THERE AIN'T NO SUCH THING AS A FREE LUNCH'': CONSUMERS' REACTIONS TO PSEUDO-FREE OFFERS
10.1177/0022243718817513,WOS000461770900009,2019,JMR,FONG N;ZHANG Y;LUO X;WANG X,"TARGETED PROMOTIONS ON AN E-BOOK PLATFORM: CROWDING OUT, HETEROGENEITY, AND OPPORTUNITY COSTS"
10.1177/0022243718818423,WOS000454207800003,2018,JMR,LEUNG E;PAOLACCI G;PUNTONI S,MAN VERSUS MACHINE: RESISTING AUTOMATION IN IDENTITY-BASED CONSUMER BEHAVIOR
10.1177/0022243718818451,WOS000454207800004,2018,JMR,JINDAL P;NEWBERRY P,TO BARGAIN OR NOT TO BARGAIN: THE ROLE OF FIXED COSTS IN PRICE NEGOTIATIONS
10.1177/0022243718819474,WOS000468888000010,2019,JMR,WEISS L;KIVETZ R,OPPORTUNITY COST OVERESTIMATION
10.1177/0022243718820548,WOS000456817200006,2019,JMR,LUFFARELLI J;STAMATOGIANNAKIS A;YANG H,THE VISUAL ASYMMETRY EFFECT: AN INTERPLAY OF LOGO DESIGN AND BRAND PERSONALITY ON BRAND EQUITY
10.1177/0022243718820559,WOS000456817200002,2019,JMR,TOUBIA O;IYENGAR G;BUNNELL R;LEMAIRE A,EXTRACTING FEATURES OF ENTERTAINMENT PRODUCTS: A GUIDED LATENT DIRICHLET ALLOCATION APPROACH INFORMED BY THE PSYCHOLOGY OF MEDIA CONSUMPTION
10.1177/0022243718820560,WOS000456817200003,2019,JMR,PARK KM;CHINTAGUNTA PK;SUK I,CAPITAL MARKET RETURNS TO NEW PRODUCT DEVELOPMENT SUCCESS: INFORMATIONAL EFFECTS ON PRODUCT MARKET ADVERTISING
10.1177/0022243718820570,WOS000456817200007,2019,JMR,LEMBREGTS C;PANDELAERE M,FALLING BACK ON NUMBERS: WHEN PREFERENCE FOR NUMERICAL PRODUCT INFORMATION INCREASES AFTER A PERSONAL CONTROL THREAT
10.1177/0022243718820571,WOS000456817200010,2019,JMR,WU F;SUN Q;GREWAL R;LI S,BRAND NAME TYPES AND CONSUMER DEMAND: EVIDENCE FROM CHINA'S AUTOMOBILE MARKET
10.1177/0022243718820572,WOS000456817200009,2019,JMR,WANG Y;JOHN DR,"UP, UP, AND AWAY: UPGRADING AS A RESPONSE TO DISSIMILAR BRAND USERS"
10.1177/0022243718820585,WOS000456817200008,2019,JMR,BISWAS D;SZOCS C,THE SMELL OF HEALTHY CHOICES: CROSS-MODAL SENSORY COMPENSATION EFFECTS OF AMBIENT SCENT ON FOOD PURCHASES
10.1177/0022243718820587,WOS000456817200004,2019,JMR,CHAE I;BRUNO HA;FEINBERG FM,WEAROUT OR WEARINESS? MEASURING POTENTIAL NEGATIVE CONSEQUENCES OF ONLINE AD VOLUME AND PLACEMENT ON WEBSITE VISITS
10.1177/0022243718820588,WOS000456817200005,2019,JMR,BOYD DE;KANNAN PK;SLOTEGRAAF RJ,BRANDED APPS AND THEIR IMPACT ON FIRM VALUE: A DESIGN PERSPECTIVE
10.1177/0022243718821312,WOS000468888000001,2019,JMR,DE JONG MG;PIETERS R,ASSESSING SENSITIVE CONSUMER BEHAVIOR USING THE ITEM COUNT RESPONSE TECHNIQUE
10.1177/0022243718821660,WOS000456817200001,2019,JMR,ORHUN AY;PALAZZOLO M,FRUGALITY IS HARD TO AFFORD
10.1177/0022243718821666,WOS000461770900005,2019,JMR,MAMADEHUSSENE S,PRICE-MATCHING GUARANTEES AS A DIRECT SIGNAL OF LOW PRICES
10.1177/0022243718821697,WOS000468888000009,2019,JMR,DAI H;ZHANG DJ,PROSOCIAL GOAL PURSUIT IN CROWDFUNDING: EVIDENCE FROM KICKSTARTER
10.1177/0022243718821698,WOS000468888000003,2019,JMR,NEVSKAYA Y;ALBUQUERQUE P,"HOW SHOULD FIRMS MANAGE EXCESSIVE PRODUCT USE? A CONTINUOUS-TIME DEMAND MODEL TO TEST REWARD SCHEDULES, NOTIFICATIONS, AND TIME LIMITS"
10.1177/0022243718821957,WOS000461770900007,2019,JMR,BOND SD;HE SX;WEN W,SPEAKING FOR ``FREE'': WORD OF MOUTH IN FREE- AND PAID-PRODUCT SETTINGS
10.1177/0022243718821960,WOS000461770900002,2019,JMR,GREWAL L;STEPHEN AT;COLEMAN NV,WHEN POSTING ABOUT PRODUCTS ON SOCIAL MEDIA BACKFIRES: THE NEGATIVE EFFECTS OF CONSUMER IDENTITY SIGNALING ON PRODUCT INTEREST
10.1177/0022243718822506,WOS000461770900008,2019,JMR,FRENNEA C;HAN K;MITTAL V,VALUE APPROPRIATION AND FIRM SHAREHOLDER VALUE: ROLE OF ADVERTISING AND RECEIVABLES MANAGEMENT
10.1177/0022243718822827,WOS000474704400001,2019,JMR,MENDE M;SCOTT ML;VAN DOORN J;GREWAL D;SHANKS I,SERVICE ROBOTS RISING: HOW HUMANOID ROBOTS INFLUENCE SERVICE EXPERIENCES AND ELICIT COMPENSATORY CONSUMER RESPONSES
10.1177/0022243718823169,WOS000468888000005,2019,JMR,LI HA;JAIN S;KANNAN PK,OPTIMAL DESIGN OF FREE SAMPLES FOR DIGITAL PRODUCTS AND SERVICES
10.1177/0022243718823698,WOS000468888000007,2019,JMR,SARANTOPOULOSS P;THEOTOKIS A;PRAMATARI K;ROGGEVEEN AL,THE IMPACT OF A COMPLEMENT-BASED ASSORTMENT ORGANIZATION ON PURCHASES
10.1177/0022243718823711,WOS000468888000006,2019,JMR,SHARMA A;KUMAR V;COSGUNER K,MODELING EMERGING-MARKET FIRMS' COMPETITIVE RETAIL DISTRIBUTION STRATEGIES
10.1177/0022243718824081,WOS000468888000002,2019,JMR,LANZ A;GOLDENBERG J;SHAPIRA D;STAHL F,CLIMB OR JUMP: STATUS-BASED SEEDING IN USER-GENERATED CONTENT NETWORKS
10.1177/0022243718824561,WOS000474704400007,2019,JMR,BOICHUK JP;BOMMARAJU R;AHEARNE M;KRAUS F;STEENBURGH TJ,MANAGING LAGGARDS: THE IMPORTANCE OF A DEEP SALES BENCH
10.1177/0022243719825818,WOS000474704400008,2019,JMR,BHARGAVA HK;RUBEL O,SALES FORCE COMPENSATION DESIGN FOR TWO-SIDED MARKET PLATFORMS
10.1177/0022243719827916,WOS000474704400009,2019,JMR,HARUTYUNYAN M;JIANG B,THE BRIGHT SIDE OF HAVING AN ENEMY
10.1177/0022243719827963,WOS000474704400006,2019,JMR,DEROSIA ED;ELDER RS,HARMFUL EFFECTS OF MENTAL IMAGERY AND CUSTOMER ORIENTATION DURING NEW PRODUCT SCREENING
10.1177/0022243719827967,WOS000474704400005,2019,JMR,ROMERO M;CRAIG AW;KUMAR A,MAPPING TIME: HOW THE SPATIAL REPRESENTATION OF TIME INFLUENCES INTERTEMPORAL CHOICES
10.1177/0022243719830654,WOS000474704400004,2019,JMR,FOURNIER S;ECKHARDT GM,PUTTING THE PERSON BACK IN PERSON-BRANDS: UNDERSTANDING AND MANAGING THE TWO-BODIED BRAND
10.1177/0022243719831258,WOS000474704400010,2019,JMR,DEARDEN JA;GREWAL R;LILIEN GL,"STRATEGIC MANIPULATION OF UNIVERSITY RANKINGS, THE PRESTIGE EFFECT, AND STUDENT UNIVERSITY CHOICE"
10.1177/0022243719833631,WOS000474704400002,2019,JMR,GABEL S;GUHL D;KLAPPER D,P2V-MAP: MAPPING MARKET STRUCTURES FOR LARGE RETAIL ASSORTMENTS
10.1177/0022243719834514,WOS000486226600005,2019,JMR,GREWAL L;STEPHEN AT,IN MOBILE WE TRUST: THE EFFECTS OF MOBILE VERSUS NONMOBILE REVIEWS ON CONSUMER PURCHASE INTENTIONS
10.1177/0022243719834945,WOS000486226600004,2019,JMR,AMALDOSS W;HE C,THE CHARM OF BEHAVIOR-BASED PRICING: WHEN CONSUMERS' TASTE IS DIVERSE AND THE CONSIDERATION SET IS LIMITED
10.1177/0022243719843132,WOS000486226600001,2019,JMR,ELLICKSON PB;LOVETT MJ;RANJAN B,PRODUCT LAUNCHES WITH NEW ATTRIBUTES: A HYBRID CONJOINT-CONSUMER PANEL TECHNIQUE FOR ESTIMATING DEMAND
10.1177/0022243719845000,WOS000486226600009,2019,JMR,LUFFARELLI J;MUKESH M;MAHMOOD A,LET THE LOGO DO THE TALKING: THE INFLUENCE OF LOGO DESCRIPTIVENESS ON BRAND EQUITY
10.1177/0022243719846063,WOS000486226600010,2019,JMR,KLESSE AK;CORNIL Y;DAHL DW;GROS N,THE SECRET INGREDIENT IS ME: CUSTOMIZATION PROMPTS SELF-IMAGE-CONSISTENT PRODUCT PERCEPTIONS
10.1177/0022243719847661,WOS000486226600003,2019,JMR,KIM M;SUDHIR K;UETAKE K;CANALES R,WHEN SALESPEOPLE MANAGE CUSTOMER RELATIONSHIPS: MULTIDIMENSIONAL INCENTIVES AND PRIVATE INFORMATION
10.1177/0022243719849940,WOS000486226600002,2019,JMR,FISHER ML;GALLINO S;XU JJ,THE VALUE OF RAPID DELIVERY IN OMNICHANNEL RETAILING
10.1177/0022243719850504,WOS000486226600008,2019,JMR,NITZAN I;EIN-GAR D,THE ``COMMITMENT PROJECTION'' EFFECT: WHEN MULTIPLE PAYMENTS FOR A PRODUCT AFFECT DEFECTION FROM A SERVICE
10.1177/0022243719851490,WOS000486226600007,2019,JMR,ALLARD T;HARDISTY DJ;GRIFFIN D,WHEN ``MORE'' SEEMS LIKE LESS: DIFFERENTIAL PRICE FRAMING INCREASES THE CHOICE SHARE OF HIGHER-PRICED OPTIONS
10.1177/0022243719851788,WOS000486226600006,2019,JMR,CASTELO N;BOS MW;LEHMANN DR,TASK-DEPENDENT ALGORITHM AVERSION
10.1177/0022243719852959,WOS000500198400004,2019,JMR,NETZER O;LEMAIRE A;HERZENSTEIN M,WHEN WORDS SWEAT: IDENTIFYING SIGNALS FOR LOAN DEFAULT IN THE TEXT OF LOAN APPLICATIONS
10.1177/0022243719853221,WOS000506793900008,2020,JMR,LIU PJ;MCFERRAN B;HAWS KL,MINDFUL MATCHING: ORDINAL VERSUS NOMINAL ATTRIBUTES
10.1177/0022243719853289,WOS000500198400005,2019,JMR,HOSSAIN T;SHI M;WAISER R,MEASURING RANK-BASED UTILITY IN CONTESTS: THE EFFECT OF DISCLOSURE SCHEMES
10.1177/0022243719861923,WOS000500198400001,2019,JMR,BERMAN R;MELUMAD S;HUMPHREY C;MEYER R,A TALE OF TWO TWITTERSPHERES: POLITICAL MICROBLOGGING DURING AND AFTER THE 2016 PRIMARY AND PRESIDENTIAL DEBATES
10.1177/0022243719865516,WOS000500198400003,2019,JMR,NGWE D;FERREIRA KJ;TEIXEIRA T,THE IMPACT OF INCREASING SEARCH FRICTIONS ON ONLINE SHOPPING BEHAVIOR: EVIDENCE FROM A FIELD EXPERIMENT
10.1177/0022243719865898,WOS000500198400006,2019,JMR,CHEN Y;GHOSH M;LIU Y;ZHAO L,MEDIA COVERAGE OF CLIMATE CHANGE AND SUSTAINABLE PRODUCT CONSUMPTION: EVIDENCE FROM THE HYBRID VEHICLE MARKET
10.1177/0022243719866408,WOS000500198400007,2019,JMR,AUH S;MENGUC B;KATSIKEAS YS,WHEN DOES CUSTOMER PARTICIPATION MATTER? AN EMPIRICAL INVESTIGATION OF THE ROLE OF CUSTOMER EMPOWERMENT IN THE CUSTOMER PARTICIPATION-PERFORMANCE LINK
10.1177/0022243719866690,WOS000500198400002,2019,JMR,LIU X;LEE D;SRINIVASAN K,LARGE-SCALE CROSS-CATEGORY ANALYSIS OF CONSUMER REVIEW CONTENT ON SALES CONVERSION LEVERAGING DEEP LEARNING
10.1177/0022243719867698,WOS000500198400009,2019,JMR,DE BELLIS E;HILDEBRAND C;ITO A;SCHMITT B,PERSONALIZING THE CUSTOMIZATION EXPERIENCE: A MATCHING THEORY OF MASS CUSTOMIZATION INTERFACES AND CULTURAL INFORMATION PROCESSING
10.1177/0022243719867935,WOS000500198400008,2019,JMR,SIMESTER D;TUCKER CE;YANG C,THE SURPRISING BREADTH OF HARBINGERS OF FAILURE
10.1177/0022243719870803,WOS000500198400010,2019,JMR,JIANG B;TIAN L;ZHOU B,COMPETITION OF CONTENT ACQUISITION AND DISTRIBUTION UNDER CONSUMER MULTIPURCHASE
10.1177/0022243719871946,WOS000506793900007,2020,JMR,SHADDY F;LEE L,PRICE PROMOTIONS CAUSE IMPATIENCE
10.1177/0022243719874047,WOS000506793900004,2020,JMR,DEW R;ANSARI A;LI Y,MODELING DYNAMIC HETEROGENEITY USING GAUSSIAN PROCESSES
10.1177/0022243719878390,WOS000506793900006,2020,JMR,MAILLE V;MORRIN M;REYNOLDS-MCILNAY R,ON THE OTHER HAND ... : ENHANCING PROMOTIONAL EFFECTIVENESS WITH HAPTIC CUES
10.1177/0022243719879711,WOS000506793900002,2020,JMR,ARIBARG A;SCHWARTZ EM,"NATIVE ADVERTISING IN ONLINE NEWS: TRADE-OFFS AMONG CLICKS, BRAND RECOGNITION, AND WEBSITE TRUSTWORTHINESS"
10.1177/0022243719881113,WOS000506793900001,2020,JMR,LI Y;XIE Y,IS A PICTURE WORTH A THOUSAND WORDS? AN EMPIRICAL STUDY OF IMAGE CONTENT AND SOCIAL MEDIA ENGAGEMENT
10.1177/0022243719881448,WOS000506793900005,2020,JMR,LI X;LI KJ;WANG XS,TRANSPARENCY OF BEHAVIOR-BASED PRICING
10.1177/0022243719881618,WOS000506793900003,2020,JMR,BURKE PF;ECKERT C;SETHI S,A MULTIATTRIBUTE BENEFITS-BASED CHOICE MODEL WITH MULTIPLE MEDIATORS: NEW INSIGHTS FOR POSITIONING
10.1177/0022243719887378,WOS000525435800002,2020,JMR,JERATH K;LONG F,"MULTIPERIOD CONTRACTING AND SALESPERSON EFFORT PROFILES: THE OPTIMALITY OF ``HOCKEY STICK,'' ``GIVING UP,'' AND ``RESTING ON LAURELS''"
10.1177/0022243719888440,WOS000506793900009,2020,JMR,GERSHON R;CRYDER C;JOHN LK,WHY PROSOCIAL REFERRAL INCENTIVES WORK: THE INTERPLAY OF REPUTATIONAL BENEFITS AND ACTION COSTS
10.1177/0022243719888474,WOS000525435800007,2020,JMR,RUZEVICIUTE R;KAMLEITNER B;BISWAS D,DESIGNED TO S(M)ELL: WHEN SCENTED ADVERTISING INDUCES PROXIMITY AND ENHANCES APPEAL
10.1177/0022243719889028,WOS000506793900010,2020,JMR,GAO H;MITTAL V;ZHANG Y,THE DIFFERENTIAL EFFECT OF LOCAL-GLOBAL IDENTITY AMONG MALES AND FEMALES: THE CASE OF PRICE SENSITIVITY
10.1177/0022243719889336,WOS000525435800006,2020,JMR,BRIGDEN N;HAEUBL G,INACTION TRAPS IN CONSUMER RESPONSE TO PRODUCT MALFUNCTIONS
10.1177/0022243719892576,WOS000525435800003,2020,JMR,BRUCE N;BECKER M;REINARTZ W,COMMUNICATING BRANDS IN TELEVISION ADVERTISING
10.1177/0022243719892592,WOS000525435800010,2020,JMR,SHANG J;REED A;SARGEANT A;CARPENTER K,MARKETPLACE DONATIONS: THE ROLE OF MORAL IDENTITY DISCREPANCY AND GENDER
10.1177/0022243719892594,WOS000525435800008,2020,JMR,ROCKLAGE MD;FAZIO RH,THE ENHANCING VERSUS BACKFIRING EFFECTS OF POSITIVE EMOTION IN CONSUMER REVIEWS
10.1177/0022243719898495,WOS000525435800005,2020,JMR,ZYUNG JD;MITTAL V;KEKRE S;HEGDE GG;SHANG J;MARCUS BS;VENKAT A,SERVICE PROVIDERS' DECISION TO USE ETHICS COMMITTEES AND CONSULTATION IN COMPLEX SERVICES
10.1177/0022243719901169,WOS000525435800001,2020,JMR,MOON J;SHUGAN SM,NONPROFIT VERSUS FOR-PROFIT HEALTH CARE COMPETITION: HOW SERVICE MIX MAKES NONPROFIT HOSPITALS MORE PROFITABLE
10.1177/0022243720901520,WOS000533818200006,2020,JMR,WALTER M;HILDEBRAND C;HAUBL G;HERRMANN A,MIXING IT UP: UNSYSTEMATIC PRODUCT ARRANGEMENTS PROMOTE THE CHOICE OF UNFAMILIAR PRODUCTS
10.1177/0022243720904004,WOS000525435800004,2020,JMR,HEITMANN M;LANDWEHR JR;SCHREINER TF;VAN;HEERDE HJ,LEVERAGING BRAND EQUITY FOR EFFECTIVE VISUAL PRODUCT DESIGN
10.1177/0022243720904758,WOS000533818200005,2020,JMR,CIAN L;LONGONI C;KRISHNA A,ADVERTISING A DESIRED CHANGE: WHEN PROCESS SIMULATION FOSTERS (VS. HINDERS) CREDIBILITY AND PERSUASION
10.1177/0022243720904957,WOS000525435800009,2020,JMR,LEE JK;KRONROD A,THE STRENGTH OF WEAK-TIE CONSENSUS LANGUAGE
10.1177/0022243720907578,WOS000533818200004,2020,JMR,KOLSARICI C;VAKRATSAS D;NAIK PA,THE ANATOMY OF THE ADVERTISING BUDGET DECISION: HOW ANALYTICS AND HEURISTICS DRIVE SALES PERFORMANCE
10.1177/0022243720910104,WOS000533818200003,2020,JMR,DANAHER PJ;DANAHER TS;SMITH R,ADVERTISING EFFECTIVENESS FOR MULTIPLE RETAILER-BRANDS IN A MULTIMEDIA AND MULTICHANNEL ENVIRONMENT
10.1177/0022243720910453,WOS000533818200009,2020,JMR,WONG VC;FOCK H;HO CKY,TOWARD A PROCESS-TRANSFER MODEL OF THE ENDORSER EFFECT
10.1177/0022243720911624,WOS000533818200007,2020,JMR,GREWAL D;NOBLE SM;AHLBOM J,THE SALES IMPACT OF USING HANDHELD SCANNERS: EVIDENCE FROM THE FIELD
10.1177/0022243720911894,WOS000533818200002,2020,JMR,LIU J;ANSARI A,UNDERSTANDING CONSUMER DYNAMIC DECISION MAKING UNDER COMPETING LOYALTY PROGRAMS
10.1177/0022243720912284,WOS000533818200008,2020,JMR,SUHER J;HOYER WD,THE MODERATING EFFECT OF BUYING IMPULSIVITY ON THE DYNAMICS OF UNPLANNED PURCHASING MOTIVATIONS
10.1177/0022243720912443,WOS000533818200010,2020,JMR,ACHAR C;AGRAWAL N;HSIEH MH,FEAR OF DETECTION AND EFFICACY OF PREVENTION: USING CONSTRUAL LEVEL TO ENCOURAGE HEALTH BEHAVIORS
10.1177/0022243720913029,WOS000533818200001,2020,JMR,ROOS JMT;MELA CF;SHACHAR R,THE EFFECT OF LINKS AND EXCERPTS ON INTERNET NEWS CONSUMPTION
10.1177/0022243720914271,WOS000546274800001,2020,JMR,(TI) KIM T;DIWAS KC,CAN VIAGRA ADVERTISING MAKE MORE BABIES? DIRECT-TO-CONSUMER ADVERTISING ON PUBLIC HEALTH OUTCOMES
10.1177/0022243720915467,WOS000588620800011,2020,JMR,VALSESIA F;PROSERPIO D;NUNES JC,THE POSITIVE EFFECT OF NOT FOLLOWING OTHERS ON SOCIAL MEDIA
10.1177/0022243720916463,WOS000546274800009,2020,JMR,TSIROS M;IRMAK C,LOWERING THE MINIMUM DONATION AMOUNT INCREASES CONSUMER PURCHASE LIKELIHOOD OF PRODUCTS ASSOCIATED WITH CAUSE-RELATED MARKETING CAMPAIGNS
10.1177/0022243720916753,WOS000546274800008,2020,JMR,DING Y;ZHANG Y,HIDING GIFTS BEHIND THE VEIL OF VOUCHERS: ON THE EFFECT OF GIFT VOUCHERS VERSUS DIRECT GIFTS IN CONDITIONAL PROMOTIONS
10.1177/0022243720917352,WOS000546274800004,2020,JMR,ZOU T;JIANG B,INTEGRATION OF PRIMARY AND RESALE PLATFORMS
10.1177/0022243720919709,WOS000573206800010,2020,JMR,IRMAK C;MURDOCK MR;KANURI VK,WHEN CONSUMPTION REGULATIONS BACKFIRE: THE ROLE OF POLITICAL IDEOLOGY
10.1177/0022243720920256,WOS000546274800002,2020,JMR,ZHOU Y;LU S;DING M,CONTOUR-AS-FACE FRAMEWORK: A METHOD TO PRESERVE PRIVACY AND PERCEPTION
10.1177/0022243720921812,WOS000546274800003,2020,JMR,SHEHU E;PAPIES D;NESLIN SA,FREE SHIPPING PROMOTIONS AND PRODUCT RETURNS
10.1177/0022243720922853,WOS000546274800005,2020,JMR,KELLER KO;GEYSKENS I;DEKIMPE MG,OPENING THE UMBRELLA: THE EFFECTS OF REBRANDING MULTIPLE CATEGORY-SPECIFIC PRIVATE-LABEL BRANDS TO ONE UMBRELLA BRAND
10.1177/0022243720925764,WOS000546274800007,2020,JMR,GOVIND R;GARG N;MITTAL V,"WEATHER, AFFECT, AND PREFERENCE FOR HEDONIC PRODUCTS: THE MODERATING ROLE OF GENDER"
10.1177/0022243720926176,WOS000546274800006,2020,JMR,MAGNOTTA S;MURTHA B;CHALLAGALLA G,THE JOINT AND MULTILEVEL EFFECTS OF TRAINING AND INCENTIVES FROM UPSTREAM MANUFACTURERS ON DOWNSTREAM SALESPEOPLE'S EFFORTS
10.1177/0022243720928367,WOS000573206800006,2020,JMR,JIANG B;ZOU T,CONSUMER SEARCH AND FILTERING ON ONLINE RETAIL PLATFORMS
10.1177/0022243720929676,WOS000588620800009,2020,JMR,HOMBURG C;VOMBERG A;MUEHLHAEUSER S,DESIGN AND GOVERNANCE OF MULTICHANNEL SALES SYSTEMS: FINANCIAL PERFORMANCE CONSEQUENCES IN BUSINESS-TO-BUSINESS MARKETS
10.1177/0022243720932532,WOS000546274800010,2020,JMR,SOKOLOVA T;SEENIVASAN S;THOMAS M,THE LEFT-DIGIT BIAS: WHEN AND WHY ARE CONSUMERS PENNY WISE AND POUND FOOLISH?
10.1177/0022243720934863,WOS000573206800007,2020,JMR,HERHAUSEN D;EMRICH O;GREWAL P;SCHOEGEL M,FACE FORWARD: HOW EMPLOYEES' DIGITAL PRESENCE ON SERVICE WEBSITES AFFECTS CUSTOMER PERCEPTIONS OF WEBSITE AND EMPLOYEE SERVICE QUALITY
10.1177/0022243720936230,WOS000573206800003,2020,JMR,KIM S;LEE C;GUPTA S,BAYESIAN SYNTHETIC CONTROL METHODS
10.1177/0022243720941525,WOS000573206800005,2020,JMR,BLANCHARD SJ;DYACHENKO TL;KETTLE KL,LOCATIONAL CHOICES: MODELING CONSUMER PREFERENCES FOR PROXIMITY TO OTHERS IN RESERVED SEATING VENUES
10.1177/0022243720941529,WOS000573206800001,2020,JMR,SIMONOV A;DUBE JP;HITSCH G;ROSSI P,STATE-DEPENDENT DEMAND ESTIMATION WITH INITIAL CONDITIONS CORRECTION
10.1177/0022243720941832,WOS000573206800004,2020,JMR,SCHOENMUELLER V;NETZER O;STAHL F,"THE POLARITY OF ONLINE REVIEWS: PREVALENCE, DRIVERS AND IMPLICATIONS"
10.1177/0022243720942753,WOS000573206800002,2020,JMR,NISHIDA M;YANG N,THREAT OF ENTRY AND ORGANIZATIONAL-FORM CHOICE: THE CASE OF FRANCHISING IN RETAILING
10.1177/0022243720943191,WOS000573206800008,2020,JMR,MOREAU CP;PRANDELLI E;SCHREIER M;HIEKE S,CUSTOMIZATION IN LUXURY BRANDS: CAN VALENTINO GET PERSONAL?
10.1177/0022243720947682,WOS000588620800010,2020,JMR,HYDOCK C;PAHARIA N;BLAIR S,SHOULD YOUR BRAND PICK A SIDE? HOW MARKET SHARE DETERMINES THE IMPACT OF CORPORATE POLITICAL ADVOCACY
10.1177/0022243720949163,WOS000573206800009,2020,JMR,LIU PJ;HAWS KL,CUTTING CALORIES: THE PREFERENCE FOR LOWER CALORIC DENSITY VERSUS SMALLER QUANTITIES AMONG RESTRAINED AND UNRESTRAINED EATERS
10.1177/0022243720949497,WOS000588620800004,2020,JMR,LIU PJ;MIN KE,WHERE DO YOU WANT TO GO FOR DINNER? A PREFERENCE EXPRESSION ASYMMETRY IN JOINT CONSUMPTION
10.1177/0022243720951153,WOS000588620800006,2020,JMR,ATEFI Y;AHEARNE M;HOHENBERG S;HALL Z;ZETTELMEYER F,OPEN NEGOTIATION: THE BACK-END BENEFITS OF SALESPEOPLE'S TRANSPARENCY IN THE FRONT END
10.1177/0022243720952410,WOS000588620800002,2020,JMR,BUMBACA FR;MISRA S;ROSSI PE,SCALABLE TARGET MARKETING: DISTRIBUTED MARKOV CHAIN MONTE CARLO FOR BAYESIAN HIERARCHICAL MODELS
10.1177/0022243720954373,WOS000588620800005,2020,JMR,MALSHE A;COLICEV A;MITTAL V,"HOW MAIN STREET DRIVES WALL STREET: CUSTOMER (DIS)SATISFACTION, SHORT SELLERS, AND ABNORMAL RETURNS"
10.1177/0022243720954376,WOS000588620800003,2020,JMR,LI HA;MA L,CHARTING THE PATH TO PURCHASE USING TOPIC MODELS
10.1177/0022243720956642,WOS000588620800008,2020,JMR,DONKERS B;DELLAERT BGC;WAISMAN G,PREFERENCE DYNAMICS IN SEQUENTIAL CONSUMER CHOICE WITH DEFAULTS
10.1207/15327660260382360,WOS000178934100005,2002,JCP,WANG J;WYER RS,COMPARATIVE JUDGMENT PROCESSES: THE EFFECTS OF TASK OBJECTIVES AND TIME DELAY ON PRODUCT EVALUATIONS
10.1207/15327660260382414,WOS000178934100010,2002,JCP,AHUVIA AC;WONG NY,PERSONALITY AND VALUES BASED MATERIALISM: THEIR RELATIONSHIP AND ORIGINS
10.1207/153276603768344771,WOS000183066500005,2003,JCP,LUNA D;PERACCHIO LA;DE JUAN MD,THE IMPACT OF LANGUAGE AND CONGRUITY ON PERSUASION IN MULTICULTURAL E-MARKETING
10.1207/153276603768344799,WOS000183066500007,2003,JCP,ROSA JA;MALTER AJ,E-(EMBODIED) KNOWLEDGE AND E-COMMERCE: HOW PHYSIOLOGICAL FACTORS AFFECT ONLINE SALES OF EXPERIENTIAL PRODUCTS
10.1207/153276603768344852,WOS000183066500013,2003,JCP,BECHWATI NN;XIA L,DO COMPUTERS SWEAT? THE IMPACT OF PERCEIVED EFFORT OF ONLINE DECISION AIDS ON CONSUMERS' SATISFACTION WITH THE DECISION PROCESS
10.1207/S15327663JCP1001\&2\_05,WOS000167255100071,2001,JCP,HULIN C,CRONBACH'S ALPHA ON TWO-ITEM SCALES
10.1207/S15327663JCP1001\&2\_10,WOS000167255100143,2001,JCP,SUDMAN S,SAMPLING
